Gene stable ID,Interpro ID,Interpro Description
WBGene00022885,IPR040065,Protein LZIC
WBGene00022886,,
WBGene00022887,IPR018170,"Aldo/keto reductase, conserved site"
WBGene00022887,IPR020471,Aldo/keto reductase
WBGene00022887,IPR023210,NADP-dependent oxidoreductase domain
WBGene00022887,IPR036812,NADP-dependent oxidoreductase domain superfamily
WBGene00022888,IPR002156,Ribonuclease H domain
WBGene00022888,IPR012337,Ribonuclease H-like superfamily
WBGene00022888,IPR036397,Ribonuclease H superfamily
WBGene00022889,,
WBGene00022890,IPR001810,F-box domain
WBGene00022890,IPR002900,"Domain of unknown function DUF38, Caenorhabditis species"
WBGene00022890,IPR040161,F-box A protein FB155/FB224
WBGene00022890,IPR041426,"Mos1 transposase, HTH domain"
WBGene00022891,IPR003582,ShKT domain
WBGene00022892,,
WBGene00022893,,
WBGene00023067,IPR007836,Ribosomal protein L41
WBGene00023068,IPR007836,Ribosomal protein L41
WBGene00023172,,
WBGene00023186,,
WBGene00023284,IPR003656,"Zinc finger, BED-type"
WBGene00023284,IPR036236,Zinc finger C2H2 superfamily
WBGene00023404,IPR001841,"Zinc finger, RING-type"
WBGene00023404,IPR013083,"Zinc finger, RING/FYVE/PHD-type"
WBGene00023405,,
WBGene00023407,IPR002048,EF-hand domain
WBGene00023407,IPR011992,EF-hand domain pair
WBGene00023407,IPR018247,"EF-Hand 1, calcium-binding site"
WBGene00023408,IPR002048,EF-hand domain
WBGene00023408,IPR011992,EF-hand domain pair
WBGene00023408,IPR018247,"EF-Hand 1, calcium-binding site"
WBGene00023409,IPR025884,"Methyl-CpG binding protein 2/3, C-terminal domain"
WBGene00023410,IPR001300,"Peptidase C2, calpain, catalytic domain"
WBGene00023410,IPR022684,"Peptidase C2, calpain family"
WBGene00023410,IPR038765,Papain-like cysteine peptidase superfamily
WBGene00023410,,
WBGene00023411,IPR018817,"7TM GPCR, serpentine receptor class z (Srz)"
WBGene00023413,,
WBGene00023414,,
WBGene00023415,,
WBGene00023416,IPR036084,Serine protease inhibitor-like superfamily
WBGene00023417,IPR002919,"Trypsin Inhibitor-like, cysteine rich domain"
WBGene00023417,IPR036084,Serine protease inhibitor-like superfamily
WBGene00023418,,
WBGene00023419,,
WBGene00023420,IPR029213,Cell-cell fusogen EFF/AFF
WBGene00023420,IPR043076,"Cell-cell fusogen EFF/AFF, domain 3"
WBGene00023421,IPR001841,"Zinc finger, RING-type"
WBGene00023421,IPR013083,"Zinc finger, RING/FYVE/PHD-type"
WBGene00023421,IPR017907,"Zinc finger, RING-type, conserved site"
WBGene00023422,IPR028909,Ribosomal protein L21-like
WBGene00023422,IPR036164,L21-like superfamily
WBGene00023423,IPR008532,"NFACT, RNA-binding domain"
WBGene00023423,IPR039730,Jlp2/Ccd25
WBGene00023424,,
WBGene00023425,IPR001254,"Serine proteases, trypsin domain"
WBGene00023425,IPR001314,"Peptidase S1A, chymotrypsin family"
WBGene00023425,IPR009003,"Peptidase S1, PA clan"
WBGene00023425,IPR043504,"Peptidase S1, PA clan, chymotrypsin-like fold"
WBGene00023427,IPR000210,BTB/POZ domain
WBGene00023427,IPR011333,SKP1/BTB/POZ domain superfamily
WBGene00023431,,
WBGene00023432,,
WBGene00023450,IPR002634,BolA protein
WBGene00023450,IPR036065,BolA-like superfamily
WBGene00023451,IPR002048,EF-hand domain
WBGene00023451,IPR011992,EF-hand domain pair
WBGene00023458,,
WBGene00023459,,
WBGene00023460,,
WBGene00023462,IPR018817,"7TM GPCR, serpentine receptor class z (Srz)"
WBGene00023463,IPR018817,"7TM GPCR, serpentine receptor class z (Srz)"
WBGene00023474,IPR018817,"7TM GPCR, serpentine receptor class z (Srz)"
WBGene00023475,IPR018817,"7TM GPCR, serpentine receptor class z (Srz)"
WBGene00023477,,
WBGene00023478,IPR018817,"7TM GPCR, serpentine receptor class z (Srz)"
WBGene00023479,IPR018817,"7TM GPCR, serpentine receptor class z (Srz)"
WBGene00023483,,
WBGene00023484,IPR001304,C-type lectin-like
WBGene00023484,IPR016186,C-type lectin-like/link domain superfamily
WBGene00023484,IPR016187,C-type lectin fold
WBGene00023485,IPR001534,Transthyretin-like
WBGene00023485,IPR038479,Transthyretin-like superfamily
WBGene00023486,,
WBGene00023487,IPR026146,"28S ribosomal protein S24, mitochondrial"
WBGene00023489,IPR009288,"Gamma-glutamylcyclotransferase, AIG2-like"
WBGene00023489,IPR013024,Gamma-glutamyl cyclotransferase-like
WBGene00023489,IPR036568,Gamma-glutamyl cyclotransferase-like superfamily
WBGene00023489,IPR039126,Gamma-glutamylaminecyclotransferase
WBGene00023490,,
WBGene00023491,IPR000301,Tetraspanin
WBGene00023491,IPR008952,"Tetraspanin, EC2 domain superfamily"
WBGene00023491,IPR018499,Tetraspanin/Peripherin
WBGene00023492,,
WBGene00023493,,
WBGene00023497,IPR006612,THAP-type zinc finger
WBGene00023497,IPR012337,Ribonuclease H-like superfamily
WBGene00023497,IPR040129,Protein lin-15B-like
WBGene00023498,,
WBGene00023499,IPR018817,"7TM GPCR, serpentine receptor class z (Srz)"
WBGene00023500,IPR001251,CRAL-TRIO lipid binding domain
WBGene00023500,IPR036598,GOLD domain superfamily
WBGene00023500,IPR036865,CRAL-TRIO lipid binding domain superfamily
WBGene00023501,,
WBGene00023502,IPR001304,C-type lectin-like
WBGene00023502,IPR016186,C-type lectin-like/link domain superfamily
WBGene00023502,IPR016187,C-type lectin fold
WBGene00023503,,
WBGene00023504,,
WBGene00023505,IPR018817,"7TM GPCR, serpentine receptor class z (Srz)"
WBGene00023506,IPR018817,"7TM GPCR, serpentine receptor class z (Srz)"
WBGene00023508,IPR018817,"7TM GPCR, serpentine receptor class z (Srz)"
WBGene00023513,IPR018817,"7TM GPCR, serpentine receptor class z (Srz)"
WBGene00023514,IPR018817,"7TM GPCR, serpentine receptor class z (Srz)"
WBGene00023515,IPR018817,"7TM GPCR, serpentine receptor class z (Srz)"
WBGene00023517,IPR018817,"7TM GPCR, serpentine receptor class z (Srz)"
WBGene00023519,,
WBGene00023520,IPR007110,Immunoglobulin-like domain
WBGene00023520,IPR013098,Immunoglobulin I-set
WBGene00023520,IPR013783,Immunoglobulin-like fold
WBGene00023520,IPR036179,Immunoglobulin-like domain superfamily
WBGene00043049,IPR004988,Protein of unknown function DUF273
WBGene00043049,IPR029044,Nucleotide-diphospho-sugar transferases
WBGene00043050,IPR003598,Immunoglobulin subtype 2
WBGene00043050,IPR003599,Immunoglobulin subtype
WBGene00043050,IPR007110,Immunoglobulin-like domain
WBGene00043050,IPR013783,Immunoglobulin-like fold
WBGene00043050,IPR036179,Immunoglobulin-like domain superfamily
WBGene00043051,,
WBGene00043052,IPR018817,"7TM GPCR, serpentine receptor class z (Srz)"
WBGene00043054,,
WBGene00043056,IPR001289,Nuclear transcription factor Y subunit A
WBGene00043057,IPR002052,"DNA methylase, N-6 adenine-specific, conserved site"
WBGene00043057,IPR019369,Protein-lysine N-methyltransferase Efm5/EEF1AKMT1
WBGene00043057,IPR029063,S-adenosyl-L-methionine-dependent methyltransferase
WBGene00043057,IPR041370,Methyltransferase EEF1AKMT1/ZCCHC4
WBGene00043057,,
WBGene00043058,IPR004151,"7TM GPCR, serpentine receptor class e (Sre)"
WBGene00043059,IPR019408,"7TM GPCR, serpentine receptor class ab (Srab)"
WBGene00043060,IPR026620,Transmembrane protein 177
WBGene00043061,IPR000609,"7TM GPCR, serpentine receptor class g (Srg)"
WBGene00043061,IPR040298,Serpentine receptor class gamma-33-like
WBGene00043062,IPR001304,C-type lectin-like
WBGene00043062,IPR016186,C-type lectin-like/link domain superfamily
WBGene00043062,IPR016187,C-type lectin fold
WBGene00043064,IPR000727,Target SNARE coiled-coil homology domain
WBGene00043064,IPR039897,BET1-like protein
WBGene00043064,IPR039899,"BET1, SNARE domain"
WBGene00043065,IPR000884,Thrombospondin type-1 (TSP1) repeat
WBGene00043066,IPR002394,Nicotinic acetylcholine receptor
WBGene00043066,IPR006029,Neurotransmitter-gated ion-channel transmembrane domain
WBGene00043066,IPR006201,Neurotransmitter-gated ion-channel
WBGene00043066,IPR006202,Neurotransmitter-gated ion-channel ligand-binding domain
WBGene00043066,IPR018000,"Neurotransmitter-gated ion-channel, conserved site"
WBGene00043066,IPR036719,Neurotransmitter-gated ion-channel transmembrane domain superfamily
WBGene00043066,IPR036734,Neurotransmitter-gated ion-channel ligand-binding domain superfamily
WBGene00043067,IPR001372,"Dynein light chain, type 1/2"
WBGene00043067,IPR037177,Dynein light chain superfamily
WBGene00043068,,
WBGene00043069,,
WBGene00043097,IPR004045,"Glutathione S-transferase, N-terminal"
WBGene00043097,IPR004046,"Glutathione S-transferase, C-terminal"
WBGene00043097,IPR005442,"Glutathione S-transferase, omega-class"
WBGene00043097,IPR010987,"Glutathione S-transferase, C-terminal-like"
WBGene00043097,IPR036249,Thioredoxin-like superfamily
WBGene00043097,IPR036282,"Glutathione S-transferase, C-terminal domain superfamily"
WBGene00043097,IPR040079,Glutathione Transferase family
WBGene00043120,,
WBGene00043147,IPR008498,"Protein of unknown function DUF780, Caenorhabditis species"
WBGene00043156,IPR003347,JmjC domain
WBGene00043156,IPR041667,Cupin-like domain 8
WBGene00043187,,
WBGene00043279,,
WBGene00043297,,
WBGene00043302,,
WBGene00043308,IPR029248,Transmembrane protein 107
WBGene00043327,IPR001810,F-box domain
WBGene00043327,IPR012885,"F-box associated domain, type 2"
WBGene00043327,IPR032675,Leucine-rich repeat domain superfamily
WBGene00043328,IPR001810,F-box domain
WBGene00043328,IPR012885,"F-box associated domain, type 2"
WBGene00043328,IPR032675,Leucine-rich repeat domain superfamily
WBGene00043466,,
WBGene00043469,,
WBGene00043534,,
WBGene00043666,,
WBGene00043702,IPR001304,C-type lectin-like
WBGene00043702,IPR016186,C-type lectin-like/link domain superfamily
WBGene00043702,IPR016187,C-type lectin fold
WBGene00043705,IPR013087,Zinc finger C2H2-type
WBGene00043705,IPR036236,Zinc finger C2H2 superfamily
WBGene00043743,IPR021010,Cytosolic motility protein
WBGene00043948,,
WBGene00043952,,
WBGene00043980,IPR005828,"Major facilitator,  sugar transporter-like"
WBGene00043980,IPR020846,Major facilitator superfamily domain
WBGene00043980,IPR036259,MFS transporter superfamily
WBGene00043981,,
WBGene00043982,,
WBGene00043983,,
WBGene00043984,,
WBGene00043985,,
WBGene00043986,IPR001503,Glycosyl transferase family 10
WBGene00043986,IPR031481,"Fucosyltransferase, N-terminal"
WBGene00043986,IPR038577,GT10-like superfamily
WBGene00043988,,
WBGene00043989,,
WBGene00043990,,
WBGene00043992,IPR011990,Tetratricopeptide-like helical domain superfamily
WBGene00043992,IPR013026,Tetratricopeptide repeat-containing domain
WBGene00043992,IPR019734,Tetratricopeptide repeat
WBGene00043994,IPR002619,Domain of unknown function CX
WBGene00043995,IPR001878,"Zinc finger, CCHC-type"
WBGene00043995,IPR036875,"Zinc finger, CCHC-type superfamily"
WBGene00043995,,
WBGene00043996,IPR001810,F-box domain
WBGene00043996,IPR012885,"F-box associated domain, type 2"
WBGene00043997,IPR024483,Protein of unknown function DUF2700
WBGene00043998,,
WBGene00044001,,
WBGene00044002,IPR019425,"7TM GPCR, serpentine receptor class t (Srt)"
WBGene00044003,IPR022742,"Serine aminopeptidase, S33"
WBGene00044003,IPR029058,Alpha/Beta hydrolase fold
WBGene00044004,IPR000276,"G protein-coupled receptor, rhodopsin-like"
WBGene00044004,IPR017452,"GPCR, rhodopsin-like, 7TM"
WBGene00044005,,
WBGene00044006,,
WBGene00044007,,
WBGene00044008,,
WBGene00044009,IPR003677,Domain of unknown function DUF148
WBGene00044011,IPR003882,Pistil-specific extensin-like protein
WBGene00044012,IPR005047,"7TM GPCR, serpentine receptor class xa (Srxa)"
WBGene00044013,,
WBGene00044014,,
WBGene00044016,IPR006150,Cysteine-rich repeat
WBGene00044018,,
WBGene00044019,IPR012674,Calycin
WBGene00044019,IPR014878,Domain of unknown function DUF1794
WBGene00044020,,
WBGene00044021,,
WBGene00044024,,
WBGene00044025,IPR001441,Decaprenyl diphosphate synthase-like
WBGene00044025,IPR018520,"Di-trans-poly-cis-decaprenylcistransferase-like, conserved site"
WBGene00044025,IPR036424,Decaprenyl diphosphate synthase-like superfamily
WBGene00044026,IPR018967,"Iron sulphur-containing domain, CDGSH-type"
WBGene00044026,IPR042216,"Iron sulphur domain-containing, mitoNEET, C-terminal"
WBGene00044027,IPR019408,"7TM GPCR, serpentine receptor class ab (Srab)"
WBGene00044028,,
WBGene00044029,,
WBGene00044030,,
WBGene00044031,IPR019422,"7TM GPCR, serpentine receptor class h (Srh)"
WBGene00044032,IPR001356,Homeobox domain
WBGene00044032,IPR009057,Homeobox-like domain superfamily
WBGene00044034,,
WBGene00044035,,
WBGene00044043,,
WBGene00044044,IPR004843,"Calcineurin-like phosphoesterase domain, ApaH type"
WBGene00044044,IPR008963,"Purple acid phosphatase-like, N-terminal"
WBGene00044044,IPR015914,"Purple acid phosphatase, N-terminal"
WBGene00044044,IPR025733,Iron/zinc purple acid phosphatase-like C-terminal domain
WBGene00044044,IPR029052,Metallo-dependent phosphatase-like
WBGene00044044,IPR041792,"Purple acid phosphatase, metallophosphatase domain"
WBGene00044045,IPR004151,"7TM GPCR, serpentine receptor class e (Sre)"
WBGene00044047,,
WBGene00044048,IPR004151,"7TM GPCR, serpentine receptor class e (Sre)"
WBGene00044049,IPR004686,Tricarboxylate/iron carrier
WBGene00044058,IPR002516,"Glycosyl transferase, family 11"
WBGene00044059,IPR005331,Sulfotransferase
WBGene00044059,IPR007669,Carbohydrate sulfotransferase Chst-1
WBGene00044061,IPR000195,Rab-GTPase-TBC domain
WBGene00044061,IPR035969,Rab-GTPase-TBC domain superfamily
WBGene00044062,IPR001388,Synaptobrevin
WBGene00044062,IPR016444,Synaptobrevin/Vesicle-associated membrane protein
WBGene00044062,IPR042855,"v-SNARE, coiled-coil homology domain"
WBGene00044063,IPR000760,Inositol monophosphatase-like
WBGene00044063,IPR020550,"Inositol monophosphatase, conserved site"
WBGene00044065,IPR011722,Hemimethylated DNA-binding domain
WBGene00044065,IPR036623,Hemimethylated DNA-binding domain superfamily
WBGene00044066,IPR001810,F-box domain
WBGene00044066,IPR012885,"F-box associated domain, type 2"
WBGene00044067,IPR003689,Zinc/iron permease
WBGene00044068,IPR013087,Zinc finger C2H2-type
WBGene00044068,IPR036236,Zinc finger C2H2 superfamily
WBGene00044069,IPR013523,"Histone acetyltransferase HAT1, C-terminal"
WBGene00044069,IPR016181,Acyl-CoA N-acyltransferase
WBGene00044069,IPR017380,"Histone acetyltransferase type B, catalytic subunit"
WBGene00044069,IPR019467,Histone acetyl transferase HAT1 N-terminal
WBGene00044069,IPR037113,"Histone acetyl transferase 1, N-terminal domain superfamily"
WBGene00044070,IPR002893,"Zinc finger, MYND-type"
WBGene00044070,IPR011990,Tetratricopeptide-like helical domain superfamily
WBGene00044071,IPR001594,"Palmitoyltransferase, DHHC domain"
WBGene00044071,IPR002110,Ankyrin repeat
WBGene00044071,IPR020683,Ankyrin repeat-containing domain
WBGene00044071,IPR036770,Ankyrin repeat-containing domain superfamily
WBGene00044072,IPR003121,SWIB/MDM2 domain
WBGene00044072,IPR019835,SWIB domain
WBGene00044072,IPR036885,SWIB/MDM2 domain superfamily
WBGene00044073,IPR005071,Transmembrane glycoprotein
WBGene00044074,IPR006954,Moulting cycle MLT-10-like protein
WBGene00044077,IPR019381,Phosphofurin acidic cluster sorting protein 1
WBGene00044078,IPR026111,Actin-binding Rho-activating protein
WBGene00044078,IPR027817,Costars domain
WBGene00044078,IPR038095,Costars domain superfamily
WBGene00044079,,
WBGene00044080,,
WBGene00044081,,
WBGene00044082,,
WBGene00044083,IPR004217,Tim10-like
WBGene00044083,IPR035427,Tim10-like domain superfamily
WBGene00044083,,
WBGene00044084,IPR004151,"7TM GPCR, serpentine receptor class e (Sre)"
WBGene00044086,IPR001304,C-type lectin-like
WBGene00044086,IPR016186,C-type lectin-like/link domain superfamily
WBGene00044086,IPR016187,C-type lectin fold
WBGene00044087,IPR003839,"7TM GPCR, serpentine receptor class u (Sru)"
WBGene00044088,IPR002656,Acyltransferase 3
WBGene00044088,IPR036514,SGNH hydrolase superfamily
WBGene00044089,IPR019420,"7TM GPCR, serpentine receptor class bc (Srbc)"
WBGene00044090,IPR019420,"7TM GPCR, serpentine receptor class bc (Srbc)"
WBGene00044091,IPR019420,"7TM GPCR, serpentine receptor class bc (Srbc)"
WBGene00044092,IPR019420,"7TM GPCR, serpentine receptor class bc (Srbc)"
WBGene00044094,IPR019388,Fat storage-inducing transmembrane protein
WBGene00044099,IPR019421,"7TM GPCR, serpentine receptor class d (Srd)"
WBGene00044100,IPR019420,"7TM GPCR, serpentine receptor class bc (Srbc)"
WBGene00044105,IPR019420,"7TM GPCR, serpentine receptor class bc (Srbc)"
WBGene00044106,IPR019420,"7TM GPCR, serpentine receptor class bc (Srbc)"
WBGene00044107,IPR007274,Ctr copper transporter
WBGene00044109,,
WBGene00044112,IPR019428,"7TM GPCR, serpentine receptor class r (Str)"
WBGene00044113,,
WBGene00044114,IPR005047,"7TM GPCR, serpentine receptor class xa (Srxa)"
WBGene00044115,IPR005047,"7TM GPCR, serpentine receptor class xa (Srxa)"
WBGene00044116,IPR005047,"7TM GPCR, serpentine receptor class xa (Srxa)"
WBGene00044117,IPR000276,"G protein-coupled receptor, rhodopsin-like"
WBGene00044117,IPR017452,"GPCR, rhodopsin-like, 7TM"
WBGene00044117,IPR019424,Serpentine type 7TM GPCR chemoreceptor Srsx
WBGene00044120,,
WBGene00044121,IPR003137,PA domain
WBGene00044121,IPR007365,"Transferrin receptor-like, dimerisation domain"
WBGene00044121,IPR007484,Peptidase M28
WBGene00044121,IPR036757,"Transferrin receptor-like, dimerisation domain superfamily"
WBGene00044121,IPR039373,Glutamate carboxypeptidase 2-like
WBGene00044122,,
WBGene00044124,IPR000276,"G protein-coupled receptor, rhodopsin-like"
WBGene00044124,IPR017452,"GPCR, rhodopsin-like, 7TM"
WBGene00044124,IPR019424,Serpentine type 7TM GPCR chemoreceptor Srsx
WBGene00044125,IPR000276,"G protein-coupled receptor, rhodopsin-like"
WBGene00044125,IPR017452,"GPCR, rhodopsin-like, 7TM"
WBGene00044125,IPR019424,Serpentine type 7TM GPCR chemoreceptor Srsx
WBGene00044127,,
WBGene00044131,,
WBGene00044132,IPR000742,EGF-like domain
WBGene00044133,,
WBGene00044134,,
WBGene00044135,,
WBGene00044136,,
WBGene00044137,,
WBGene00044138,IPR031424,Protein quiver
WBGene00044139,,
WBGene00044140,,
WBGene00044141,,
WBGene00044142,IPR033336,Stabilizer of axonemal microtubules 1/2
WBGene00044143,IPR004171,cAMP-dependent protein kinase inhibitor
WBGene00044144,IPR026319,Zinc finger C2HC domain-containing protein
WBGene00044145,,
WBGene00044146,,
WBGene00044147,IPR003582,ShKT domain
WBGene00044148,,
WBGene00044149,,
WBGene00044150,IPR034016,Aminopeptidase N-type
WBGene00044150,IPR042097,"Aminopeptidase N-like , N-terminal"
WBGene00044151,,
WBGene00044152,IPR036444,Phospholipase A2 domain superfamily
WBGene00044153,,
WBGene00044154,,
WBGene00044156,,
WBGene00044157,,
WBGene00044158,,
WBGene00044159,,
WBGene00044160,IPR014721,"Ribosomal protein S5 domain 2-type fold, subgroup"
WBGene00044160,IPR020568,Ribosomal protein S5 domain 2-type fold
WBGene00044162,IPR005098,Domain of unknown function DUF281
WBGene00044163,IPR005098,Domain of unknown function DUF281
WBGene00044164,IPR001810,F-box domain
WBGene00044166,,
WBGene00044167,,
WBGene00044169,,
WBGene00044174,IPR040123,Neuropeptide-like protein 28/29/30/31
WBGene00044175,IPR040123,Neuropeptide-like protein 28/29/30/31
WBGene00044176,IPR031424,Protein quiver
WBGene00044177,,
WBGene00044178,,
WBGene00044179,IPR017452,"GPCR, rhodopsin-like, 7TM"
WBGene00044179,IPR019420,"7TM GPCR, serpentine receptor class bc (Srbc)"
WBGene00044180,,
WBGene00044181,,
WBGene00044182,,
WBGene00044183,,
WBGene00044184,,
WBGene00044185,,
WBGene00044187,IPR004344,Tubulin-tyrosine ligase/Tubulin polyglutamylase
WBGene00044187,IPR013815,"ATP-grasp fold, subdomain 1"
WBGene00044187,IPR027751,Probable tubulin polyglutamylase TTLL9
WBGene00044188,,
WBGene00044189,,
WBGene00044191,,
WBGene00044192,,
WBGene00044193,,
WBGene00044194,,
WBGene00044195,,
WBGene00044197,IPR001810,F-box domain
WBGene00044197,IPR012885,"F-box associated domain, type 2"
WBGene00044198,IPR002601,C6 domain
WBGene00044200,,
WBGene00044201,IPR040270,"Microtubule-associated protein, Trypanosoma"
WBGene00044202,IPR001810,F-box domain
WBGene00044202,IPR002900,"Domain of unknown function DUF38, Caenorhabditis species"
WBGene00044202,IPR040161,F-box A protein FB155/FB224
WBGene00044203,,
WBGene00044204,,
WBGene00044205,,
WBGene00044206,,
WBGene00044207,,
WBGene00044208,,
WBGene00044210,,
WBGene00044211,,
WBGene00044212,,
WBGene00044213,,
WBGene00044215,,
WBGene00044218,,
WBGene00044221,,
WBGene00044222,,
WBGene00044225,IPR037948,Chromo domain-containing protein cec-4
WBGene00044227,,
WBGene00044228,IPR042317,F-box protein she-1-like
WBGene00044230,,
WBGene00044232,IPR000210,BTB/POZ domain
WBGene00044232,IPR011333,SKP1/BTB/POZ domain superfamily
WBGene00044233,IPR026566,Dolichol kinase
WBGene00044233,IPR032974,Polyprenol kinase family
WBGene00044235,,
WBGene00044236,IPR013216,Methyltransferase type 11
WBGene00044236,IPR029063,S-adenosyl-L-methionine-dependent methyltransferase
WBGene00044237,,
WBGene00044238,,
WBGene00044239,,
WBGene00044240,,
WBGene00044241,,
WBGene00044242,,
WBGene00044243,,
WBGene00044244,,
WBGene00044245,,
WBGene00044246,,
WBGene00044247,,
WBGene00044249,,
WBGene00044250,IPR012885,"F-box associated domain, type 2"
WBGene00044251,IPR028108,Protein of unknown function DUF4505
WBGene00044253,,
WBGene00044256,,
WBGene00044257,,
WBGene00044258,,
WBGene00044259,,
WBGene00044260,IPR006629,LPS-induced tumour necrosis factor alpha factor
WBGene00044260,IPR037519,LITAF domain containing protein
WBGene00044261,,
WBGene00044263,,
WBGene00044264,,
WBGene00044265,,
WBGene00044266,IPR016186,C-type lectin-like/link domain superfamily
WBGene00044266,IPR016187,C-type lectin fold
WBGene00044271,,
WBGene00044272,,
WBGene00044273,,
WBGene00044274,,
WBGene00044275,,
WBGene00044278,,
WBGene00044280,IPR000612,Proteolipid membrane potential modulator
WBGene00044281,IPR000719,Protein kinase domain
WBGene00044281,IPR000961,"AGC-kinase, C-terminal"
WBGene00044281,IPR008271,"Serine/threonine-protein kinase, active site"
WBGene00044281,IPR011009,Protein kinase-like domain superfamily
WBGene00044281,IPR017441,"Protein kinase, ATP binding site"
WBGene00044282,,
WBGene00044283,IPR040128,Uncharacterized protein T25E4.2-like
WBGene00044284,IPR008139,Saposin B type domain
WBGene00044284,IPR011001,Saposin-like
WBGene00044286,IPR002213,UDP-glucuronosyl/UDP-glucosyltransferase
WBGene00044287,,
WBGene00044288,,
WBGene00044289,IPR002601,C6 domain
WBGene00044290,IPR034884,Mitochondrial cytochrome c oxidase subunit VIc/VIIs
WBGene00044290,IPR037169,Mitochondrial cytochrome c oxidase subunit VIc/VIIs superfamily
WBGene00044291,,
WBGene00044292,,
WBGene00044293,,
WBGene00044294,,
WBGene00044295,,
WBGene00044296,IPR036415,Lamin tail domain superfamily
WBGene00044297,,
WBGene00044298,IPR039962,Uncharacterized protein ZC21.8
WBGene00044299,,
WBGene00044300,,
WBGene00044301,IPR006201,Neurotransmitter-gated ion-channel
WBGene00044301,IPR006202,Neurotransmitter-gated ion-channel ligand-binding domain
WBGene00044301,IPR036734,Neurotransmitter-gated ion-channel ligand-binding domain superfamily
WBGene00044303,IPR000863,Sulfotransferase domain
WBGene00044303,IPR027417,P-loop containing nucleoside triphosphate hydrolase
WBGene00044303,IPR037359,Heparan sulfate sulfotransferase
WBGene00044304,,
WBGene00044305,IPR011032,GroES-like superfamily
WBGene00044305,IPR013154,"Alcohol dehydrogenase, N-terminal"
WBGene00044305,IPR020843,"Polyketide synthase, enoylreductase domain"
WBGene00044305,IPR036291,NAD(P)-binding domain superfamily
WBGene00044305,IPR037397,Reticulon-4-interacting protein 1
WBGene00044306,IPR000884,Thrombospondin type-1 (TSP1) repeat
WBGene00044307,IPR000884,Thrombospondin type-1 (TSP1) repeat
WBGene00044310,IPR013216,Methyltransferase type 11
WBGene00044310,IPR029063,S-adenosyl-L-methionine-dependent methyltransferase
WBGene00044311,,
WBGene00044312,,
WBGene00044313,,
WBGene00044314,IPR001810,F-box domain
WBGene00044314,IPR012885,"F-box associated domain, type 2"
WBGene00044315,IPR003582,ShKT domain
WBGene00044315,IPR007026,CC domain
WBGene00044316,IPR003582,ShKT domain
WBGene00044317,IPR003582,ShKT domain
WBGene00044318,,
WBGene00044319,IPR019383,Golgin subfamily A member 7/ERF4
WBGene00044319,IPR039735,Cysteine-rich hydrophobic domain-containing protein 1/2
WBGene00044321,IPR010793,Ribosomal protein L37/S30
WBGene00044321,IPR039982,"Ribosomal protein S30, mitochondrial"
WBGene00044322,IPR019319,Plasminogen receptor (KT)
WBGene00044323,IPR019319,Plasminogen receptor (KT)
WBGene00044324,IPR005375,Ubiquitin-fold modifier 1
WBGene00044324,IPR029071,Ubiquitin-like domain superfamily
WBGene00044325,IPR019537,Transmembrane protein 65
WBGene00044326,IPR018797,FAM98
WBGene00044329,IPR000571,"Zinc finger, CCCH-type"
WBGene00044329,IPR001878,"Zinc finger, CCHC-type"
WBGene00044329,IPR036855,"Zinc finger, CCCH-type superfamily"
WBGene00044329,IPR036875,"Zinc finger, CCHC-type superfamily"
WBGene00044330,IPR001356,Homeobox domain
WBGene00044330,IPR009057,Homeobox-like domain superfamily
WBGene00044330,IPR017970,"Homeobox, conserved site"
WBGene00044331,IPR001304,C-type lectin-like
WBGene00044331,IPR016186,C-type lectin-like/link domain superfamily
WBGene00044331,IPR016187,C-type lectin fold
WBGene00044331,IPR018378,"C-type lectin, conserved site"
WBGene00044332,IPR001304,C-type lectin-like
WBGene00044332,IPR016186,C-type lectin-like/link domain superfamily
WBGene00044332,IPR016187,C-type lectin fold
WBGene00044333,,
WBGene00044337,,
WBGene00044338,,
WBGene00044339,,
WBGene00044340,,
WBGene00044341,IPR001660,Sterile alpha motif domain
WBGene00044341,IPR013761,Sterile alpha motif/pointed domain superfamily
WBGene00044342,,
WBGene00044344,IPR018163,"Threonyl/alanyl tRNA synthetase, class II-like, putative editing domain superfamily"
WBGene00044345,IPR004939,APC10/DOC domain
WBGene00044345,IPR008979,Galactose-binding-like domain superfamily
WBGene00044345,IPR016901,Anaphase-promoting complex subunit APC10/Doc1
WBGene00044346,IPR000210,BTB/POZ domain
WBGene00044346,IPR011333,SKP1/BTB/POZ domain superfamily
WBGene00044347,IPR004843,"Calcineurin-like phosphoesterase domain, ApaH type"
WBGene00044347,IPR006186,Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase
WBGene00044347,IPR029052,Metallo-dependent phosphatase-like
WBGene00044348,IPR000242,PTP type protein phosphatase
WBGene00044348,IPR000387,Tyrosine specific protein phosphatases domain
WBGene00044348,IPR003595,"Protein-tyrosine phosphatase, catalytic"
WBGene00044348,IPR016130,"Protein-tyrosine phosphatase, active site"
WBGene00044348,IPR029021,Protein-tyrosine phosphatase-like
WBGene00044349,IPR042317,F-box protein she-1-like
WBGene00044350,,
WBGene00044352,IPR008166,Glycosyltransferase family 92
WBGene00044353,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00044353,IPR035500,Nuclear hormone receptor-like domain superfamily
