Gene stable ID,Interpro ID,Interpro Description,SpectralCounts
WBGene00017298,IPR027267,AH/BAR domain superfamily,8
WBGene00017298,IPR031160,F-BAR domain,8
WBGene00017298,IPR036028,SH3-like domain superfamily,8
WBGene00017301,IPR029045,ClpP/crotonase-like domain superfamily,47
WBGene00017301,IPR032259,"Enoyl-CoA hydratase/isomerase,  HIBYL-CoA-H type",47
WBGene00017306,,,5
WBGene00017312,IPR001204,Phosphate transporter,4
WBGene00017321,,,2
WBGene00017322,IPR001304,C-type lectin-like,1
WBGene00017322,IPR002035,"von Willebrand factor, type A",1
WBGene00017322,IPR016186,C-type lectin-like/link domain superfamily,1
WBGene00017322,IPR016187,C-type lectin fold,1
WBGene00017322,IPR036465,von Willebrand factor A-like domain superfamily,1
WBGene00017325,,,1
WBGene00017336,IPR002213,UDP-glucuronosyl/UDP-glucosyltransferase,1
WBGene00017347,IPR001790,Ribosomal protein L10P,4
WBGene00017347,IPR033867,Ribosome assembly factor Mrt4,4
WBGene00017347,IPR040637,"60S ribosomal protein L10P, insertion domain",4
WBGene00017347,IPR043141,Ribosomal protein L10-like domain superfamily,4
WBGene00017347,IPR043164,"50S ribosomal protein L10, insertion domain superfamily",4
WBGene00017349,IPR012486,"Far11/STRP, N-terminal",1
WBGene00017349,IPR021819,"Far11/STRP, C-terminal",1
WBGene00017349,IPR040185,Far11/STRP,1
WBGene00017364,IPR000859,CUB domain,2
WBGene00017364,IPR001304,C-type lectin-like,2
WBGene00017364,IPR016186,C-type lectin-like/link domain superfamily,2
WBGene00017364,IPR016187,C-type lectin fold,2
WBGene00017364,IPR035914,"Spermadhesin, CUB domain superfamily",2
WBGene00017374,IPR001534,Transthyretin-like,7
WBGene00017374,IPR038479,Transthyretin-like superfamily,7
WBGene00017384,IPR040019,Uncharacterized protein C27D6.3-like,4
WBGene00017385,IPR019317,Brain protein I3,25
WBGene00017389,IPR001390,"Gamma-aminobutyric-acid A receptor, alpha subunit",2
WBGene00017389,IPR006028,Gamma-aminobutyric acid A receptor/Glycine receptor alpha,2
WBGene00017389,IPR006029,Neurotransmitter-gated ion-channel transmembrane domain,2
WBGene00017389,IPR006201,Neurotransmitter-gated ion-channel,2
WBGene00017389,IPR006202,Neurotransmitter-gated ion-channel ligand-binding domain,2
WBGene00017389,IPR018000,"Neurotransmitter-gated ion-channel, conserved site",2
WBGene00017389,IPR036719,Neurotransmitter-gated ion-channel transmembrane domain superfamily,2
WBGene00017389,IPR036734,Neurotransmitter-gated ion-channel ligand-binding domain superfamily,2
WBGene00017416,,,31
WBGene00017417,,,224
WBGene00017418,,,477
WBGene00017427,IPR000560,"Histidine phosphatase superfamily, clade-2",1
WBGene00017427,IPR029033,Histidine phosphatase superfamily,1
WBGene00017431,IPR002018,"Carboxylesterase, type B",4
WBGene00017431,IPR019826,"Carboxylesterase type B, active site",4
WBGene00017431,IPR029058,Alpha/Beta hydrolase fold,4
WBGene00017431,IPR043187,Esterase CM06B1-like,4
WBGene00017435,IPR001680,WD40 repeat,5
WBGene00017435,IPR007148,"Small-subunit processome, Utp12",5
WBGene00017435,IPR015943,WD40/YVTN repeat-like-containing domain superfamily,5
WBGene00017435,IPR017986,WD40-repeat-containing domain,5
WBGene00017435,IPR036322,WD40-repeat-containing domain superfamily,5
WBGene00017436,IPR001910,Inosine/uridine-preferring nucleoside hydrolase domain,1
WBGene00017436,IPR036452,Ribonucleoside hydrolase-like,1
WBGene00017440,IPR003010,Carbon-nitrogen hydrolase,93
WBGene00017440,IPR036526,Carbon-nitrogen hydrolase superfamily,93
WBGene00017445,IPR033759,Systemic RNA interference defective protein 5,8
WBGene00017448,,,47
WBGene00017455,,,7
WBGene00017487,IPR000674,"Aldehyde oxidase/xanthine dehydrogenase, a/b hammerhead",2
WBGene00017487,IPR001041,2Fe-2S ferredoxin-type iron-sulfur binding domain,2
WBGene00017487,IPR002346,"Molybdopterin dehydrogenase, FAD-binding",2
WBGene00017487,IPR002888,[2Fe-2S]-binding,2
WBGene00017487,IPR006058,"2Fe-2S ferredoxin, iron-sulphur binding site",2
WBGene00017487,IPR008274,"Aldehyde oxidase/xanthine dehydrogenase, molybdopterin binding",2
WBGene00017487,IPR016166,"FAD-binding domain, PCMH-type",2
WBGene00017487,IPR016208,Aldehyde oxidase/xanthine dehydrogenase,2
WBGene00017487,IPR036010,2Fe-2S ferredoxin-like superfamily,2
WBGene00017487,IPR036318,"FAD-binding, type PCMH-like superfamily",2
WBGene00017487,IPR036856,"Aldehyde oxidase/xanthine dehydrogenase, a/b hammerhead superfamily",2
WBGene00017487,IPR036884,[2Fe-2S]-binding domain superfamily,2
WBGene00017487,IPR037165,"Aldehyde oxidase/xanthine dehydrogenase, molybdopterin binding domain superfamily",2
WBGene00017489,IPR027417,P-loop containing nucleoside triphosphate hydrolase,8
WBGene00017513,IPR006629,LPS-induced tumour necrosis factor alpha factor,7
WBGene00017513,IPR037519,LITAF domain containing protein,7
WBGene00017537,IPR001155,"NADH:flavin oxidoreductase/NADH oxidase, N-terminal",1
WBGene00017537,IPR013785,Aldolase-type TIM barrel,1
WBGene00017541,IPR008588,"Protein of unknown function DUF870, Caenorhabditis species",6
WBGene00017541,IPR038479,Transthyretin-like superfamily,6
WBGene00017542,,,21
WBGene00017546,IPR004365,"OB-fold nucleic acid binding domain, AA-tRNA synthetase-type",6
WBGene00017546,IPR004591,Replication factor A protein 1,6
WBGene00017546,IPR012340,"Nucleic acid-binding, OB-fold",6
WBGene00017546,IPR013955,"Replication factor A, C-terminal",6
WBGene00017546,IPR031657,"Replication protein A, OB domain",6
WBGene00017548,IPR029153,Chondroitin proteoglycan 4,34
WBGene00017573,,,40
WBGene00017591,,,208
WBGene00017592,IPR008758,Peptidase S28,146
WBGene00017592,IPR029058,Alpha/Beta hydrolase fold,146
WBGene00017592,IPR042269,"Serine carboxypeptidase S28, SKS domain",146
WBGene00017594,IPR008758,Peptidase S28,12
WBGene00017594,IPR029058,Alpha/Beta hydrolase fold,12
WBGene00017594,IPR042269,"Serine carboxypeptidase S28, SKS domain",12
WBGene00017606,IPR012337,Ribonuclease H-like superfamily,1
WBGene00017606,IPR040129,Protein lin-15B-like,1
WBGene00017637,IPR001806,Small GTPase,1
WBGene00017637,IPR027417,P-loop containing nucleoside triphosphate hydrolase,1
WBGene00017640,IPR016156,"FAD/NAD-linked reductase, dimerisation domain superfamily",10
WBGene00017640,IPR017941,Rieske [2Fe-2S] iron-sulphur domain,10
WBGene00017640,IPR023753,FAD/NAD(P)-binding domain,10
WBGene00017640,IPR036188,FAD/NAD(P)-binding domain superfamily,10
WBGene00017640,IPR036922,Rieske [2Fe-2S] iron-sulphur domain superfamily,10
WBGene00017641,IPR003100,PAZ domain,16
WBGene00017641,IPR003165,Piwi domain,16
WBGene00017641,IPR012337,Ribonuclease H-like superfamily,16
WBGene00017641,IPR036085,PAZ domain superfamily,16
WBGene00017641,IPR036397,Ribonuclease H superfamily,16
WBGene00017643,IPR009361,"RZZ complex, subunit Zw10",20
WBGene00017648,IPR006076,FAD dependent oxidoreductase,45
WBGene00017648,IPR006181,"D-amino acid oxidase, conserved site",45
WBGene00017648,IPR023209,D-amino-acid oxidase,45
WBGene00017658,IPR000182,GNAT domain,7
WBGene00017658,IPR016181,Acyl-CoA N-acyltransferase,7
WBGene00017671,IPR000720,Peptidylglycine alpha-hydroxylating monooxygenase/peptidyl-hydroxyglycine alpha-amidating lyase,1
WBGene00017671,IPR001258,NHL repeat,1
WBGene00017671,IPR011042,"Six-bladed beta-propeller, TolB-like",1
WBGene00017671,IPR013017,"NHL repeat, subgroup",1
WBGene00017675,,,3
WBGene00017686,IPR000209,Peptidase S8/S53 domain,67
WBGene00017686,IPR015500,"Peptidase S8, subtilisin-related",67
WBGene00017686,IPR022229,"Peptidase S8A, tripeptidyl peptidase II",67
WBGene00017686,IPR022398,"Peptidase S8, subtilisin, His-active site",67
WBGene00017686,IPR023828,"Peptidase S8, subtilisin, Ser-active site",67
WBGene00017686,IPR034051,Tripeptidyl-peptidase II domain,67
WBGene00017686,IPR036852,Peptidase S8/S53 domain superfamily,67
WBGene00017691,IPR008597,Invertebrate-type lysozyme,36
WBGene00017691,IPR023346,Lysozyme-like domain superfamily,36
WBGene00017719,IPR005097,"Saccharopine dehydrogenase, NADP binding domain",72
WBGene00017719,IPR036291,NAD(P)-binding domain superfamily,72
WBGene00017719,,,72
WBGene00017734,IPR012255,"Electron transfer flavoprotein, beta subunit",14
WBGene00017734,IPR014729,Rossmann-like alpha/beta/alpha sandwich fold,14
WBGene00017734,IPR014730,"Electron transfer flavoprotein, alpha/beta-subunit, N-terminal",14
WBGene00017734,IPR033948,"Electron transfer flavoprotein, beta subunit, N-terminal",14
WBGene00017735,IPR005024,Snf7 family,120
WBGene00017761,,,2
WBGene00017780,,,40
WBGene00017784,IPR005514,Chymotrypsin family Peptidase-S1,1
WBGene00017784,IPR009003,"Peptidase S1, PA clan",1
WBGene00017784,IPR043504,"Peptidase S1, PA clan, chymotrypsin-like fold",1
WBGene00017788,IPR005514,Chymotrypsin family Peptidase-S1,17
WBGene00017788,IPR009003,"Peptidase S1, PA clan",17
WBGene00017788,IPR043504,"Peptidase S1, PA clan, chymotrypsin-like fold",17
WBGene00017791,IPR001254,"Serine proteases, trypsin domain",60
WBGene00017791,IPR002195,"Dihydroorotase, conserved site",60
WBGene00017791,IPR005514,Chymotrypsin family Peptidase-S1,60
WBGene00017791,IPR009003,"Peptidase S1, PA clan",60
WBGene00017791,IPR043504,"Peptidase S1, PA clan, chymotrypsin-like fold",60
WBGene00017797,IPR011989,Armadillo-like helical,1
WBGene00017797,IPR021850,Symplekin/Pta1,1
WBGene00017797,IPR022075,Symplekin  C-terminal,1
WBGene00017797,IPR032460,"Symplekin/Pta1, N-terminal",1
WBGene00017810,IPR001304,C-type lectin-like,12
WBGene00017810,IPR016186,C-type lectin-like/link domain superfamily,12
WBGene00017810,IPR016187,C-type lectin fold,12
WBGene00017825,IPR007317,Golgi to ER traffic protein 4,1
WBGene00017825,IPR011990,Tetratricopeptide-like helical domain superfamily,1
WBGene00017830,IPR005570,"RNA polymerase, Rpb8",1
WBGene00017830,IPR012340,"Nucleic acid-binding, OB-fold",1
WBGene00017852,IPR007274,Ctr copper transporter,2
WBGene00017864,IPR000089,Biotin/lipoyl attachment,23
WBGene00017864,IPR001882,Biotin-binding site,23
WBGene00017864,IPR005479,"Carbamoyl-phosphate synthetase large subunit-like, ATP-binding domain",23
WBGene00017864,IPR005481,"Biotin carboxylase-like, N-terminal domain",23
WBGene00017864,IPR005482,"Biotin carboxylase, C-terminal",23
WBGene00017864,IPR011053,Single hybrid motif,23
WBGene00017864,IPR011054,Rudiment single hybrid motif,23
WBGene00017864,IPR011761,ATP-grasp fold,23
WBGene00017864,IPR011764,Biotin carboxylation domain,23
WBGene00017864,IPR013815,"ATP-grasp fold, subdomain 1",23
WBGene00017864,IPR016185,Pre-ATP-grasp domain superfamily,23
WBGene00017864,IPR041265,"Propionyl-coenzyme A carboxylase, BT domain",23
WBGene00017874,IPR006089,"Acyl-CoA dehydrogenase, conserved site",3
WBGene00017874,IPR006091,"Acyl-CoA oxidase/dehydrogenase, central domain",3
WBGene00017874,IPR009075,Acyl-CoA dehydrogenase/oxidase C-terminal,3
WBGene00017874,IPR009100,"Acyl-CoA dehydrogenase/oxidase, N-terminal and middle domain superfamily",3
WBGene00017874,IPR013786,"Acyl-CoA dehydrogenase/oxidase, N-terminal",3
WBGene00017874,IPR034178,Isobutyryl-CoA dehydrogenase,3
WBGene00017874,IPR036250,"Acyl-CoA dehydrogenase-like, C-terminal",3
WBGene00017874,IPR037069,"Acyl-CoA dehydrogenase/oxidase, N-terminal domain superfamily",3
WBGene00017880,,,23
WBGene00017881,IPR001461,Aspartic peptidase A1 family,105
WBGene00017881,IPR001969,"Aspartic peptidase, active site",105
WBGene00017881,IPR021109,Aspartic peptidase domain superfamily,105
WBGene00017881,IPR033121,Peptidase family A1 domain,105
WBGene00017881,IPR034164,Pepsin-like domain,105
WBGene00017885,IPR000873,AMP-dependent synthetase/ligase,1
WBGene00017885,IPR010506,DMAP1-binding domain,1
WBGene00017885,IPR037337,Dip2-like domain,1
WBGene00017885,IPR042099,AMP-dependent synthetase-like superfamily,1
WBGene00017892,IPR000742,EGF-like domain,1762
WBGene00017892,IPR001304,C-type lectin-like,1762
WBGene00017892,IPR002035,"von Willebrand factor, type A",1762
WBGene00017892,IPR006582,MD domain,1762
WBGene00017892,IPR016186,C-type lectin-like/link domain superfamily,1762
WBGene00017892,IPR016187,C-type lectin fold,1762
WBGene00017892,IPR036465,von Willebrand factor A-like domain superfamily,1762
WBGene00017906,,,1
WBGene00017923,,,10
WBGene00017925,,,3
WBGene00017945,IPR010291,"Ion channel regulatory protein, UNC-93",3
WBGene00017945,IPR036259,MFS transporter superfamily,3
WBGene00017948,IPR000203,GPS motif,12
WBGene00017954,IPR007274,Ctr copper transporter,4
WBGene00017955,,,22
WBGene00017969,IPR001563,"Peptidase S10, serine carboxypeptidase",562
WBGene00017969,IPR018202,"Serine carboxypeptidase, serine active site",562
WBGene00017969,IPR029058,Alpha/Beta hydrolase fold,562
WBGene00017969,IPR033124,"Serine carboxypeptidases, histidine active site",562
WBGene00017970,IPR010480,Pepsin inhibitor-3-like repeated domain,4
WBGene00017970,IPR038412,Pepsin inhibitor-3 domain superfamily,4
WBGene00017971,IPR002347,Short-chain dehydrogenase/reductase SDR,9
WBGene00017971,IPR036291,NAD(P)-binding domain superfamily,9
WBGene00017982,IPR006721,"ATP synthase, F1 complex, epsilon  subunit, mitochondrial",1
WBGene00017982,IPR036742,"ATP synthase, F1 complex, epsilon  subunit superfamily, mitochondrial",1
WBGene00017984,IPR001093,IMP dehydrogenase/GMP reductase,16
WBGene00017984,IPR005993,GMP reductase,16
WBGene00017984,IPR013785,Aldolase-type TIM barrel,16
WBGene00017984,IPR015875,"IMP dehydrogenase / GMP reductase, conserved site",16
WBGene00017991,IPR001304,C-type lectin-like,53
WBGene00017991,IPR016186,C-type lectin-like/link domain superfamily,53
WBGene00017991,IPR016187,C-type lectin fold,53
WBGene00017991,,,53
WBGene00017993,IPR000953,Chromo/chromo shadow domain,3
WBGene00017993,IPR016197,Chromo-like domain superfamily,3
WBGene00017993,IPR023780,Chromo domain,3
WBGene00017993,IPR037948,Chromo domain-containing protein cec-4,3
WBGene00018008,IPR000535,Major sperm protein (MSP) domain,31
WBGene00018008,IPR008962,PapD-like superfamily,31
WBGene00018008,IPR013783,Immunoglobulin-like fold,31
WBGene00018008,IPR016763,Vesicle-associated membrane-protein-associated protein,31
WBGene00018008,IPR030229,Vesicle-associated membrane protein-associated protein A,31
WBGene00018031,IPR002602,Domain of unknown function DB,3
WBGene00018035,IPR000719,Protein kinase domain,1
WBGene00018035,IPR008271,"Serine/threonine-protein kinase, active site",1
WBGene00018035,IPR011009,Protein kinase-like domain superfamily,1
WBGene00018047,IPR016187,C-type lectin fold,11
WBGene00018048,IPR016187,C-type lectin fold,35
WBGene00018085,IPR001534,Transthyretin-like,26
WBGene00018085,IPR038479,Transthyretin-like superfamily,26
WBGene00018088,IPR007233,Trafficking protein particle complex subunit,4
WBGene00018088,IPR011012,Longin-like domain superfamily,4
WBGene00018096,IPR001304,C-type lectin-like,2
WBGene00018096,IPR016186,C-type lectin-like/link domain superfamily,2
WBGene00018096,IPR016187,C-type lectin fold,2
WBGene00018097,IPR001304,C-type lectin-like,28
WBGene00018097,IPR016186,C-type lectin-like/link domain superfamily,28
WBGene00018097,IPR016187,C-type lectin fold,28
WBGene00018098,,,3
WBGene00018119,IPR000535,Major sperm protein (MSP) domain,8
WBGene00018119,IPR008962,PapD-like superfamily,8
WBGene00018119,IPR013783,Immunoglobulin-like fold,8
WBGene00018120,,,7
WBGene00018121,,,6
WBGene00018130,,,14
WBGene00018131,IPR000073,Alpha/beta hydrolase fold-1,7
WBGene00018131,IPR029058,Alpha/Beta hydrolase fold,7
WBGene00018134,IPR001357,BRCT domain,2
WBGene00018134,IPR002110,Ankyrin repeat,2
WBGene00018134,IPR003125,Domain of unknown function WSN,2
WBGene00018134,IPR020683,Ankyrin repeat-containing domain,2
WBGene00018134,IPR036420,BRCT domain superfamily,2
WBGene00018134,IPR036770,Ankyrin repeat-containing domain superfamily,2
WBGene00018138,IPR002666,Reduced folate carrier,38
WBGene00018138,IPR028338,Thiamine transporter 1,38
WBGene00018138,IPR036259,MFS transporter superfamily,38
WBGene00018145,IPR011935,Conserved hypothetical protein CHP02231,447
WBGene00018145,IPR025554,Domain of unknown function DUF4140,447
WBGene00018145,IPR037291,Domain of unknown function DUF4139,447
WBGene00018150,IPR009890,Etoposide-induced 2.4,3
WBGene00018152,IPR000873,AMP-dependent synthetase/ligase,124
WBGene00018152,IPR020845,"AMP-binding, conserved site",124
WBGene00018152,IPR025110,"AMP-binding enzyme, C-terminal domain",124
WBGene00018152,IPR042099,AMP-dependent synthetase-like superfamily,124
WBGene00018159,IPR002778,"Signal recognition particle, SRP19 subunit",5
WBGene00018159,IPR036521,"Signal recognition particle, subunit SRP19-like superfamily",5
WBGene00018160,IPR012462,"Peptidase C78, ubiquitin fold modifier-specific peptidase 1/ 2",1
WBGene00018160,IPR038765,Papain-like cysteine peptidase superfamily,1
WBGene00018161,IPR002816,TraB family,2
WBGene00018174,IPR000115,Phosphoribosylglycinamide synthetase,3
WBGene00018174,IPR002376,"Formyl transferase, N-terminal",3
WBGene00018174,IPR004607,Phosphoribosylglycinamide formyltransferase,3
WBGene00018174,IPR004733,Phosphoribosylformylglycinamidine cyclo-ligase,3
WBGene00018174,IPR010918,"PurM-like, C-terminal domain",3
WBGene00018174,IPR011054,Rudiment single hybrid motif,3
WBGene00018174,IPR011761,ATP-grasp fold,3
WBGene00018174,IPR013815,"ATP-grasp fold, subdomain 1",3
WBGene00018174,IPR016185,Pre-ATP-grasp domain superfamily,3
WBGene00018174,IPR016188,"PurM-like, N-terminal domain",3
WBGene00018174,IPR020559,"Phosphoribosylglycinamide synthetase, conserved site",3
WBGene00018174,IPR020560,"Phosphoribosylglycinamide synthetase, C-domain",3
WBGene00018174,IPR020561,"Phosphoribosylglycinamide synthetase, ATP-grasp (A) domain",3
WBGene00018174,IPR020562,"Phosphoribosylglycinamide synthetase, N-terminal",3
WBGene00018174,IPR036477,"Formyl transferase, N-terminal domain superfamily",3
WBGene00018174,IPR036676,"PurM-like, C-terminal domain superfamily",3
WBGene00018174,IPR036921,"PurM-like, N-terminal domain superfamily",3
WBGene00018174,IPR037123,"Phosphoribosylglycinamide synthetase, C-domain superfamily",3
WBGene00018181,IPR006603,PQ-loop repeat,13
WBGene00018181,IPR016817,Mannose-P-dolichol utilization defect 1 protein,13
WBGene00018184,IPR017946,"PLC-like phosphodiesterase, TIM beta/alpha-barrel domain superfamily",54
WBGene00018184,IPR042158,PI-PLC X domain-containing protein 1/2/3,54
WBGene00018187,IPR002108,Actin-depolymerising factor homology domain,1
WBGene00018187,IPR028458,Twinfilin,1
WBGene00018187,IPR029006,ADF-H/Gelsolin-like domain superfamily,1
WBGene00018196,IPR000718,Peptidase M13,2
WBGene00018196,IPR008753,"Peptidase M13, N-terminal domain",2
WBGene00018196,IPR018497,"Peptidase M13, C-terminal domain",2
WBGene00018196,IPR024079,"Metallopeptidase, catalytic domain superfamily",2
WBGene00018196,IPR042089,"Peptidase M13, domain 2",2
WBGene00018210,IPR006593,Cytochrome b561/ferric reductase transmembrane,12
WBGene00018210,IPR043205,Cytochrome b561/Cytochrome b reductase 1-like,12
WBGene00018218,IPR001858,"Phosphatidylethanolamine-binding, conserved site",2
WBGene00018218,IPR008914,Phosphatidylethanolamine-binding protein,2
WBGene00018218,IPR035810,"Phosphatidylethanolamine-binding protein, eukaryotic",2
WBGene00018218,IPR036610,PEBP-like superfamily,2
WBGene00018237,IPR000742,EGF-like domain,1071
WBGene00018237,IPR001304,C-type lectin-like,1071
WBGene00018237,IPR002035,"von Willebrand factor, type A",1071
WBGene00018237,IPR006582,MD domain,1071
WBGene00018237,IPR016186,C-type lectin-like/link domain superfamily,1071
WBGene00018237,IPR016187,C-type lectin fold,1071
WBGene00018237,IPR036465,von Willebrand factor A-like domain superfamily,1071
WBGene00018243,,,3
WBGene00018270,IPR007305,"Vesicle transport protein, Got1/SFT2-like",5
WBGene00018271,IPR001563,"Peptidase S10, serine carboxypeptidase",175
WBGene00018271,IPR018202,"Serine carboxypeptidase, serine active site",175
WBGene00018271,IPR029058,Alpha/Beta hydrolase fold,175
WBGene00018271,IPR033124,"Serine carboxypeptidases, histidine active site",175
WBGene00018282,IPR005018,DOMON domain,4
WBGene00018290,IPR005024,Snf7 family,5
WBGene00018330,IPR019323,Active zone protein ELKS,2
WBGene00018332,,,18
WBGene00018339,IPR003439,ABC transporter-like,6
WBGene00018339,IPR003593,AAA+ ATPase domain,6
WBGene00018339,IPR017871,"ABC transporter, conserved site",6
WBGene00018339,IPR027417,P-loop containing nucleoside triphosphate hydrolase,6
WBGene00018339,IPR032781,ABC-transporter extension domain,6
WBGene00018341,IPR026806,Protein CDV3,1
WBGene00018350,,,15
WBGene00018361,IPR019329,"NADH:ubiquinone oxidoreductase, ESSS subunit",1
WBGene00018362,IPR000222,"PPM-type phosphatase, divalent cation binding",6
WBGene00018362,IPR001932,PPM-type phosphatase domain,6
WBGene00018362,IPR015655,Protein phosphatase 2C family,6
WBGene00018362,IPR036457,PPM-type phosphatase domain superfamily,6
WBGene00018374,IPR007133,RNA polymerase II associated factor Paf1,7
WBGene00018374,IPR027417,P-loop containing nucleoside triphosphate hydrolase,7
WBGene00018379,IPR003326,TRA-1 regulated,25
WBGene00018393,IPR002569,Peptide methionine sulphoxide reductase MsrA,20
WBGene00018393,IPR036509,Peptide methionine sulphoxide reductase MsrA superfamily,20
WBGene00018395,IPR018108,Mitochondrial substrate/solute carrier,12
WBGene00018395,IPR023395,Mitochondrial carrier domain superfamily,12
WBGene00018395,,,12
WBGene00018397,,,1
WBGene00018398,IPR001917,"Aminotransferase, class-II, pyridoxal-phosphate binding site",15
WBGene00018398,IPR004839,"Aminotransferase, class I/classII",15
WBGene00018398,IPR015421,"Pyridoxal phosphate-dependent transferase, major domain",15
WBGene00018398,IPR015422,Pyridoxal phosphate-dependent transferase domain 1,15
WBGene00018398,IPR015424,Pyridoxal phosphate-dependent transferase,15
WBGene00018415,IPR000536,"Nuclear hormone receptor, ligand-binding domain",1
WBGene00018415,IPR001628,"Zinc finger, nuclear hormone receptor-type",1
WBGene00018415,IPR013088,"Zinc finger, NHR/GATA-type",1
WBGene00018415,IPR035500,Nuclear hormone receptor-like domain superfamily,1
WBGene00018426,IPR001431,"Peptidase M16, zinc-binding site",33
WBGene00018426,IPR007863,"Peptidase M16, C-terminal",33
WBGene00018426,IPR011249,"Metalloenzyme, LuxS/M16 peptidase-like",33
WBGene00018426,IPR011765,"Peptidase M16, N-terminal",33
WBGene00018426,IPR032632,"Peptidase M16, middle/third domain",33
WBGene00018427,,,1
WBGene00018431,IPR010742,Rab5-interacting protein,8
WBGene00018431,IPR029008,Rab5-interacting protein family,8
WBGene00018467,IPR001060,FCH domain,21
WBGene00018467,IPR001452,SH3 domain,21
WBGene00018467,IPR027267,AH/BAR domain superfamily,21
WBGene00018467,IPR031160,F-BAR domain,21
WBGene00018467,IPR036028,SH3-like domain superfamily,21
WBGene00018488,IPR000873,AMP-dependent synthetase/ligase,4
WBGene00018488,IPR020845,"AMP-binding, conserved site",4
WBGene00018488,IPR025110,"AMP-binding enzyme, C-terminal domain",4
WBGene00018488,IPR037337,Dip2-like domain,4
WBGene00018488,IPR042099,AMP-dependent synthetase-like superfamily,4
WBGene00018491,IPR001236,"Lactate/malate dehydrogenase, N-terminal",174
WBGene00018491,IPR001252,"Malate dehydrogenase, active site",174
WBGene00018491,IPR001557,L-lactate/malate dehydrogenase,174
WBGene00018491,IPR010945,"Malate dehydrogenase, type 2",174
WBGene00018491,IPR011274,"Malate dehydrogenase, NAD-dependent, cytosolic",174
WBGene00018491,IPR015955,"Lactate dehydrogenase/glycoside hydrolase, family 4, C-terminal",174
WBGene00018491,IPR022383,"Lactate/malate dehydrogenase, C-terminal",174
WBGene00018491,IPR036291,NAD(P)-binding domain superfamily,174
WBGene00018502,IPR005049,STELLO-like,7
WBGene00018519,IPR000749,ATP:guanido phosphotransferase,301
WBGene00018519,IPR014746,"Glutamine synthetase/guanido kinase, catalytic domain",301
WBGene00018519,IPR022413,"ATP:guanido phosphotransferase, N-terminal",301
WBGene00018519,IPR022414,"ATP:guanido phosphotransferase, catalytic domain",301
WBGene00018519,IPR022415,ATP:guanido phosphotransferase active site,301
WBGene00018519,IPR036802,"ATP:guanido phosphotransferase, N-terminal domain superfamily",301
WBGene00018522,IPR013783,Immunoglobulin-like fold,7
WBGene00018522,IPR014756,Immunoglobulin E-set,7
WBGene00018522,IPR030077,SNF1 protein kinase subunit beta-2/beta-3,7
WBGene00018522,IPR032640,"AMP-activated protein kinase, glycogen-binding domain",7
WBGene00018522,IPR041105,"TAR DNA-binding protein 43, N-terminal",7
WBGene00018522,,,7
WBGene00018533,IPR013766,Thioredoxin domain,20
WBGene00018533,IPR017905,ERV/ALR sulfhydryl oxidase domain,20
WBGene00018533,IPR036249,Thioredoxin-like superfamily,20
WBGene00018533,IPR036774,ERV/ALR sulfhydryl oxidase domain superfamily,20
WBGene00018533,IPR039798,Sulfhydryl oxidase,20
WBGene00018533,IPR040986,"Sulfhydryl oxidase, flavin adenine dinucleotide (FAD) binding domain",20
WBGene00018533,IPR042568,"Sulfhydryl oxidase, flavin adenine dinucleotide (FAD) binding domain superfamily",20
WBGene00018548,IPR001304,C-type lectin-like,115
WBGene00018548,IPR016186,C-type lectin-like/link domain superfamily,115
WBGene00018548,IPR016187,C-type lectin fold,115
WBGene00018604,IPR009448,UDP-glucose:Glycoprotein Glucosyltransferase,27
WBGene00018604,IPR029044,Nucleotide-diphospho-sugar transferases,27
WBGene00018604,IPR040497,"Glucosyltransferase 24, catalytic domain",27
WBGene00018604,IPR040525,"UDP-glucose:glycoprotein glucosyltransferase, thioredoxin-like domain 4",27
WBGene00018604,IPR040692,"UGGT, thioredoxin-like domain 3",27
WBGene00018604,IPR040693,"UGGT, thioredoxin-like domain 1",27
WBGene00018604,IPR040694,"UGGT, thioredoxin-like domain 2",27
WBGene00018605,IPR001254,"Serine proteases, trypsin domain",37
WBGene00018605,IPR009003,"Peptidase S1, PA clan",37
WBGene00018605,IPR043504,"Peptidase S1, PA clan, chymotrypsin-like fold",37
WBGene00018610,IPR003953,"FAD-dependent oxidoreductase 2, FAD binding domain",10
WBGene00018610,IPR010960,Flavocytochrome c,10
WBGene00018610,IPR027477,"Succinate dehydrogenase/fumarate reductase flavoprotein, catalytic domain superfamily",10
WBGene00018610,IPR036188,FAD/NAD(P)-binding domain superfamily,10
WBGene00018632,IPR014830,Glycolipid transfer protein domain,1
WBGene00018632,IPR036497,Glycolipid transfer protein superfamily,1
WBGene00018649,IPR001079,"Galectin, carbohydrate recognition domain",2
WBGene00018649,IPR013320,Concanavalin A-like lectin/glucanase domain superfamily,2
WBGene00018656,IPR036249,Thioredoxin-like superfamily,6
WBGene00018656,IPR037462,ERp19,6
WBGene00018682,IPR000322,Glycoside hydrolase family 31,2
WBGene00018682,IPR011013,Galactose mutarotase-like domain superfamily,2
WBGene00018682,IPR013780,"Glycosyl hydrolase, all-beta",2
WBGene00018682,IPR017853,Glycoside hydrolase superfamily,2
WBGene00018682,IPR025887,"Glycoside hydrolase family 31, N-terminal domain",2
WBGene00018692,IPR001304,C-type lectin-like,2
WBGene00018692,IPR016186,C-type lectin-like/link domain superfamily,2
